sample id,source,batch number,batch date,composition,rep,reaction,current density,voltage,fe_h2,fe_co,fe_ch4,fe_c2h4,fe_gas_total,fe_liquid
uoft10_241125_Pt-1.0_pp0_rep2,uoft,10,241125,Pt-1.0,2,CO2R,50,3.11,87.63648538,0,0.022017137,0,87.65850252033710,12.34149747966290
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,avg,CO2R,50,2.86,42.77302308333330,42.51473477333330,0.012476377666666700,0,85.30122281333330,14.698777186666700
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,std,CO2R,100,0.09,3.3837090964765000,3.5671723507815700,0.001385214,0,2.0928568094462400,2.092856809446240
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,avg,CO2R,150,3.32,29.148688333333300,62.025212833333300,0.011742472666666700,0.000468309,91.18808911666670,8.811910885333330
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,std,CO2R,150,0.14,2.010840590127240,4.023937435048470,0.001941729,0.000811136,2.012906284518440,2.012906282691060
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,std,CO2R,50,0.1,6.321417240388410,4.208895642578380,0.007329866,0,2.162559051897790,2.1625590518977900
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,avg,CO2R,200,3.48,24.73016803,65.09823182666670,0.013485496333333300,0.003161089,89.84702360666670,10.152976393000000
uoft6_240624_Au-0.7-Cd-0.3_pp0,uoft,6,240624,Au-0.7-Cd-0.3,std,HER,50,0,0,0,0,0,0,0
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,avg,CO2R,100,3.16,31.079118626666700,55.95039293,0.012292901,0,87.04394638000000,12.95605362
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,avg,CO2R,300,3.62,56.57745506333330,23.0099869,0.021833660666666700,0.012316539666666700,79.62373409333330,20.376265906666700
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,std,CO2R,300,0.13,7.5410249622847000,2.8444457719149000,0.003973434,0.003621156,5.012523772578570,5.012523772578570
uoft9_241025_Au-0.333-Cu-0.667_pp0,uoft,9,241025,Au-0.333-Cu-0.667,std,HER,50,0,0,0,0,0,0,0
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,std,CO2R,200,0.15,1.5835594965488800,4.856598915128420,0.002710546,0.001873092,6.011157658799500,6.011157660222050
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep1,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,1,CO2R,150,3.16,30.51790161,59.28781925,0.013210282,0,89.82123784,10.17876216
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep1,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,1,CO2R,50,2.74,48.14538911,38.6345776,0.008806855,0,86.78877356,13.21122644
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep1,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,1,CO2R,100,3.05,34.72640147,53.64194499,0.012109425,0,88.38292734,11.61707266
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep1,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,1,CO2R,200,3.31,23.04756325,60.06630648,0.01568721,0.001685914,83.13371431,16.86628569
uoft9_241025_Cu-0.25-Hg-0.25-Pd-0.5_pp0,uoft,9,241025,Cu-0.25-Hg-0.25-Pd-0.5,std,HER,50,0,0,0,0,0,0,0
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep1,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,1,CO2R,300,3.55,61.60915692,20.26031434,0.021283232,0.012925342,81.90615129,18.09384871
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep2,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,2,CO2R,200,3.52,26.19138295,65.47028487,0.01045814,0.002528871,91.67638486,8.323615144
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep2,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,2,CO2R,300,3.54,47.90704974,25.94056974,0.018164138,0.008429571,73.87619036,26.12380964
vsp10_240726_Au-0.2-Zn-0.8_pp0,vsp,10,240726,Au-0.2-Zn-0.8,std,HER,50,0,0,0,0,0,0,0
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep2,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,2,CO2R,50,2.91,44.36627676,41.92043222,0.007705998,0,86.29441498,13.70558502
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep2,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,2,CO2R,150,3.37,30.08809559,60.14243615,0.009540759,0.001404928,90.24345459,9.756545412
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep2,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,2,CO2R,100,3.19,30.46893637,54.1502947,0.011008568,0,84.63221679,15.36778321
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep3,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,3,CO2R,50,2.93,35.80740338,46.9891945,0.02091628,0,82.8204799,17.1795201
vsp10_240726_Au-0.25-Zn-0.75_pp0,vsp,10,240726,Au-0.25-Zn-0.75,std,HER,50,0,0,0,0,0,0,0
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep3,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,3,CO2R,100,3.24,28.04201804,60.0589391,0.01376071,0,88.11669501,11.88330499
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep3,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,3,CO2R,300,3.78,60.21615853,22.82907662,0.026053612,0.015594706,83.08886063,16.91113937
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep3,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,3,CO2R,150,3.44,26.8400678,66.6453831,0.012476377,0,93.49957492,6.500425084
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep3,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,3,CO2R,200,3.6,24.95155789,69.75810413,0.014311139,0.005268482,94.73097165,5.269028345
uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,avg,CO2R,150,3.51,54.46915956666670,27.724296006666700,0.059568586,0.005338728,82.26627154333330,17.733728456666700
vsp10_240726_Au-0.294-Zn-0.706_pp0,vsp,10,240726,Au-0.294-Zn-0.706,std,HER,50,0,0,0,0,0,0,0
uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,std,CO2R,50,0.06,7.679293579034890,8.021998582913180,0.00504476,0,0.5946371719125890,0.5946371719125930
vsp10_240726_Au-0.333-Zn-0.667_pp0,vsp,10,240726,Au-0.333-Zn-0.667,std,HER,50,0,0,0,0,0,0,0
uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,std,CO2R,300,0.05,9.914482977220990,0.48360472306873100,0.013210706344714900,0.001462296,9.460259901,9.460259900643900
uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,std,CO2R,150,0.06,8.415790662041500,4.391727177262260,0.012766212942091600,0.002194569,5.4448214253796800,5.444821425379690
uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,avg,CO2R,100,3.34,51.046056623333300,30.08595285,0.041465607333333300,0.0019669,81.18038488666670,18.819615113333300
uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,std,CO2R,100,0.04,9.827952821,6.923589263642900,0.005346055,0.001754755,3.8607941793111200,3.860794179311120
uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,std,CO2R,200,0.05,2.6272808124642900,2.439512878476630,0.012868533287061200,0.002589608,1.3433565815225300,1.3433565815225300
uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,avg,CO2R,200,3.65,74.55062880666670,11.105108054666700,0.059904959333333300,0.006111439,85.73023858666670,14.269761413333300
uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,avg,CO2R,300,3.76,75.58964057333330,3.305500982,0.039692005,0.003278167,78.94294479333330,21.057055206666700
uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,avg,CO2R,50,3,54.14551465666670,27.038310413333300,0.031924848,0,81.22069283,18.77930717
vsp10_240726_Au-0.375-Zn-0.625_pp0,vsp,10,240726,Au-0.375-Zn-0.625,std,HER,50,0,0,0,0,0,0,0
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,1,CO2R,300,3.71,81.49992676,2.900294695,0.054675889,0.00491725,84.46673467,15.53326533
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,1,CO2R,200,3.59,76.95452928,8.310412574,0.073482194,0.009061789,85.35836024,14.64163976
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,1,CO2R,150,3.44,63.12582393,22.70137525,0.07412436,0.0078676,85.91973601,14.08026399
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,1,CO2R,100,3.3,60.02699366,22.57367387,0.047336844,0.003371828,82.65730769,17.34269231
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,1,CO2R,50,2.93,62.52484881,18.49214145,0.033025705,0,81.05495888,18.94504112
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,2,CO2R,150,3.54,53.96471991,30.83988212,0.054308937,0.004214785,84.87070489,15.12929511
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,2,CO2R,50,3.02,52.4681412,28.21709234,0.036328276,0,80.72650473,19.27349527
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,2,CO2R,100,3.37,52.56356065,31.47347741,0.040181274,0.002528871,84.08469111,15.91530889
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,2,CO2R,200,3.7,74.95134864,12.19670923,0.058345412,0.005057743,87.22035826,12.77964174
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,2,CO2R,300,3.81,81.12557283,3.175343811,0.03467699,0.002809857,84.34268734,15.65731266
vsp10_240726_Au-0.4-Zn-0.6_pp0,vsp,10,240726,Au-0.4-Zn-0.6,std,HER,50,0,0,0,0,0,0,0
vsp10_240726_Au-0.429-Zn-0.571_pp0,vsp,10,240726,Au-0.429-Zn-0.571,std,HER,50,0,0,0,0,0,0,0
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,3,CO2R,50,3.04,47.44355396,34.40569745,0.026420564,0,81.88061488,18.11938512
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,3,CO2R,100,3.34,40.54761556,36.21070727,0.036878704,0,76.79915586,23.20084414
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,3,CO2R,150,3.56,46.31693486,29.63163065,0.050272462,0.0039338,76.00837373,23.99162627
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,3,CO2R,200,3.64,71.7460085,12.80820236,0.047887272,0.004214785,84.61199726,15.38800274
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,3,CO2R,300,3.75,64.14342213,3.84086444,0.029723135,0.002107393,68.01941237,31.98058763
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,std,CO2R,300,0.04,17.05815382294840,8.030711084845710,0.5756606180760590,0.24376223190207800,12.877346621521800,12.877346642153700
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,avg,CO2R,200,3.63,50.850091023333300,41.472249510000000,0.18365961500000000,0.30873303566666700,92.81868751333330,7.181312486333330
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,std,CO2R,200,0.09,23.80697393570760,24.12792830046830,0.26814993750784100,0.4458682774710100,5.688810936838170,5.688810936143840
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,std,CO2R,100,0.07,5.421093175,9.754112525975580,0.007391607,0.003650111,11.108446519728100,11.108446492215200
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,std,CO2R,150,0.06,12.462463003293800,19.522252864846200,0.025163224563376400,0.13675865763024600,13.851239413938900,13.85123942623030
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,avg,CO2R,300,3.83,71.08121116,17.75130975633330,0.4427279233333330,0.27855048833333300,89.55995049333340,10.44004949
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,std,CO2R,50,0.05,7.713943935199210,1.4456858462103600,0.00254232,0,6.428490504191380,6.428490501987690
vsp10_240726_Au-0.5-Zn-0.5_pp0,vsp,10,240726,Au-0.5-Zn-0.5,std,HER,50,0,0,0,0,0,0,0
vsp10_240726_Au-0.556-Zn-0.444_pp0,vsp,10,240726,Au-0.556-Zn-0.444,std,HER,50,0,0,0,0,0,0,0
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,avg,CO2R,150,3.46,60.73392063666670,37.68172888,0.03327034,0.084857681,98.53663343666670,1.4633665580000000
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,avg,CO2R,50,2.89,79.2487811,6.016699410666670,0.009173807,0,85.27465432,14.725345681333300
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,avg,CO2R,100,3.25,76.35606520333330,19.66846758666670,0.013944186666666700,0.002107393,96.04239678000000,3.9576032353333300
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,1,CO2R,150,3.4,50.50618343,38.11394892,0.031924848,0.005338728,88.66167978,11.33832022
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,1,CO2R,100,3.18,70.25884618,17.24705305,0.019264995,0,87.52862425,12.47137575
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,1,CO2R,300,3.84,51.92408295,26.01669941,0.169165,0.069965439,78.18930433,21.81069567
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,1,CO2R,50,2.84,78.13722823,5.510805501,0.007705998,0,83.65573973,16.34426027
vsp10_240726_Au-0.6-Zn-0.4_pp0,vsp,10,240726,Au-0.6-Zn-0.4,std,HER,50,0,0,0,0,0,0,0
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,1,CO2R,200,3.56,34.13097156,53.44302554,0.042382988,0.016016185,87.63733919,12.36266081
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,2,CO2R,100,3.3,80.63194459,11.35314342,0.005504284,0,91.99059229,8.009407708
vsp10_240726_Au-0.625-Zn-0.375_pp0,vsp,10,240726,Au-0.625-Zn-0.375,std,HER,50,0,0,0,0,0,0,0
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,2,CO2R,300,3.79,76.69317207,9.977897839,0.054859366,0.219168844,86.94724005,13.05275995
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,2,CO2R,200,3.6,78.10740965,13.69965619,0.01568721,0.088299756,91.91253568,8.087464318
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,2,CO2R,50,2.9,87.45820168,4.89194499,0.007705998,0,92.35785267,7.642147334
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,2,CO2R,150,3.44,74.61466028,17.94695481,0.008806855,0.006462671,92.57820273,7.421797274
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,3,CO2R,300,3.86,84.62637846,17.25933202,1.104159404,0.546517182,103.5433071,-3.543307138
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,3,CO2R,200,3.73,40.31189186,57.2740668,0.492908647,0.821883166,98.90618767,1.093812331
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,3,CO2R,150,3.52,57.0809182,56.98428291,0.059079317,0.242771643,114.3700178,-14.37001782
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,3,CO2R,100,3.29,78.17740484,30.40520629,0.017063281,0.006322178,108.6079738,-8.607973752
vsp10_240726_Au-0.667-Zn-0.333_pp0,vsp,10,240726,Au-0.667-Zn-0.333,std,HER,50,0,0,0,0,0,0,0
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,3,CO2R,50,2.93,72.15091339,7.647347741,0.012109425,0,79.81037056,20.18962944
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,std,CO2R,200,0.13,18.96123526073120,7.6656567527997600,0.006106614,0.000365011,12.455508189441400,12.455508170169800
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,std,CO2R,150,0.1,8.791454206,7.849639373102470,0.00593208,0.000811136,16.395374178023500,16.39537417
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,avg,CO2R,300,3.77,80.27586543666670,16.18369351566670,0.023117993666666700,0.000796126,96.48627406666670,3.5137259456666700
vsp10_240726_Au-0.7-Zn-0.3_pp0,vsp,10,240726,Au-0.7-Zn-0.3,std,HER,50,0,0,0,0,0,0,0
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,avg,CO2R,150,3.42,42.16395684,53.736083826666700,0.017491392000000000,0.000468309,95.92085627333330,4.079143732000000
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,std,CO2R,300,0.04,14.081319718319800,13.944266713832000,0.006213858,0.001378931,8.557757251349670,8.557757237319330
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,std,CO2R,100,0.08,1.493711856600390,10.23642775711720,0.002482019,0,11.695735684523200,11.69573570081060
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,avg,CO2R,50,2.91,47.47787147666670,46.527504910000000,0.008439902,0,94.01480487000000,5.985195126666670
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,std,CO2R,50,0.06,1.6808438411438500,15.317081726446600,0.003363173,0,16.091059305697900,16.091059311445700
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,avg,CO2R,200,3.59,51.405135073333300,45.01596267333330,0.023026255666666700,0.001685914,96.44885805333330,3.551141957
vsp10_240726_Au-0.8-Zn-0.2_pp0,vsp,10,240726,Au-0.8-Zn-0.2,std,HER,50,0,0,0,0,0,0,0
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,avg,CO2R,100,3.21,44.456464876666700,52.57858546,0.011742473000000000,0,97.04909949333330,2.950900495333330
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,1,CO2R,150,3.54,51.499299,62.7848723,0.02091628,0,114.3087124,-14.30871238
vsp10_240726_Au-0.833-Zn-0.167_pp0,vsp,10,240726,Au-0.833-Zn-0.167,std,HER,50,0,0,0,0,0,0,0
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,1,CO2R,300,3.82,96.52974534,3.342337917,0.015962424,0,99.89035237,0.109647628
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,1,CO2R,100,3.3,46.09889305,64.36149312,0.011558997,0,110.4744166,-10.47441663
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,1,CO2R,200,3.74,73.1945636,36.67116896,0.028622278,0.001896653,109.900453,-9.900452965
