sample id,source,batch number,batch date,target composition,xrf composition,rep,reaction,current density,voltage,fe_h2,fe_co,fe_ch4,fe_c2h4,fe_gas_total,fe_liquid,Ag,Au,Cd,Cu,Ga,Hg,In,Mn,Mo,Nb,Ni,Pd,Pt,Rh,Sn,Tl,W,Zn
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep2,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,Ag-0.129-Cu-0.083-Pd-0.788,2,CO2R,200,3.52,26.19138295,65.47028487,0.01045814,0.002528871,91.67638486,8.323615144,0.129,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.788,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep2,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,Ag-0.129-Cu-0.083-Pd-0.788,2,CO2R,300,3.54,47.90704974,25.94056974,0.018164138,0.008429571,73.87619036,26.12380964,0.129,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.788,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep3,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,Ag-0.129-Cu-0.083-Pd-0.788,3,HER,50,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.788,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep3,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,Ag-0.129-Cu-0.083-Pd-0.788,3,CO2R,50,2.93,35.80740338,46.9891945,0.02091628,0.0,82.8204799,17.1795201,0.129,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.788,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep3,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,Ag-0.129-Cu-0.083-Pd-0.788,3,CO2R,100,3.24,28.04201804,60.0589391,0.01376071,0.0,88.11669501,11.88330499,0.129,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.788,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep3,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,Ag-0.129-Cu-0.083-Pd-0.788,3,CO2R,150,3.44,26.8400678,66.6453831,0.012476377,0.0,93.49957492,6.500425084,0.129,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.788,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep3,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,Ag-0.129-Cu-0.083-Pd-0.788,3,CO2R,200,3.6,24.95155789,69.75810413,0.014311139,0.005268482,94.73097165,5.269028345,0.129,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.788,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep3,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,Ag-0.129-Cu-0.083-Pd-0.788,3,CO2R,300,3.78,60.21615853,22.82907662,0.026053612,0.015594706,83.08886063,16.91113937,0.129,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.788,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,Ag-0.205-Pd-0.795,1,HER,50,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,Ag-0.205-Pd-0.795,1,CO2R,50,2.93,62.52484881,18.49214145,0.033025705,0.0,81.05495888,18.94504112,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,Ag-0.205-Pd-0.795,1,CO2R,100,3.3,60.02699366,22.57367387,0.047336844,0.003371828,82.65730769,17.34269231,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,Ag-0.205-Pd-0.795,1,CO2R,150,3.44,63.12582393,22.70137525,0.07412436,0.0078676,85.91973601,14.08026399,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,Ag-0.205-Pd-0.795,1,CO2R,200,3.59,76.95452928,8.310412574,0.073482194,0.009061789,85.35836024,14.64163976,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,Ag-0.205-Pd-0.795,1,CO2R,300,3.71,81.49992676,2.900294695,0.054675889,0.00491725,84.46673467,15.53326533,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,Ag-0.205-Pd-0.795,2,HER,50,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,Ag-0.205-Pd-0.795,2,CO2R,50,3.02,52.4681412,28.21709234,0.036328276,0.0,80.72650473,19.27349527,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,Ag-0.205-Pd-0.795,2,CO2R,100,3.37,52.56356065,31.47347741,0.040181274,0.002528871,84.08469111,15.91530889,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,Ag-0.205-Pd-0.795,2,CO2R,150,3.54,53.96471991,30.83988212,0.054308937,0.004214785,84.87070489,15.12929511,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,Ag-0.205-Pd-0.795,2,CO2R,200,3.7,74.95134864,12.19670923,0.058345412,0.005057743,87.22035826,12.77964174,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,Ag-0.205-Pd-0.795,2,CO2R,300,3.81,81.12557283,3.175343811,0.03467699,0.002809857,84.34268734,15.65731266,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,Ag-0.205-Pd-0.795,3,HER,50,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,Ag-0.205-Pd-0.795,3,CO2R,50,3.04,47.44355396,34.40569745,0.026420564,0.0,81.88061488,18.11938512,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,Ag-0.205-Pd-0.795,3,CO2R,100,3.34,40.54761556,36.21070727,0.036878704,0.0,76.79915586,23.20084414,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,Ag-0.205-Pd-0.795,3,CO2R,150,3.56,46.31693486,29.63163065,0.050272462,0.0039338,76.00837373,23.99162627,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,Ag-0.205-Pd-0.795,3,CO2R,200,3.64,71.7460085,12.80820236,0.047887272,0.004214785,84.61199726,15.38800274,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,Ag-0.205-Pd-0.795,3,CO2R,300,3.75,64.14342213,3.84086444,0.029723135,0.002107393,68.01941237,31.98058763,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,Ag-0.335-Cu-0.308-Pd-0.357,1,HER,50,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.335,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,Ag-0.335-Cu-0.308-Pd-0.357,1,CO2R,50,2.84,78.13722823,5.510805501,0.007705998,0.0,83.65573973,16.34426027,0.335,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,Ag-0.335-Cu-0.308-Pd-0.357,1,CO2R,100,3.18,70.25884618,17.24705305,0.019264995,0.0,87.52862425,12.47137575,0.335,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,Ag-0.335-Cu-0.308-Pd-0.357,1,CO2R,150,3.4,50.50618343,38.11394892,0.031924848,0.005338728,88.66167978,11.33832022,0.335,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,Ag-0.335-Cu-0.308-Pd-0.357,1,CO2R,200,3.56,34.13097156,53.44302554,0.042382988,0.016016185,87.63733919,12.36266081,0.335,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,Ag-0.335-Cu-0.308-Pd-0.357,1,CO2R,300,3.84,51.92408295,26.01669941,0.169165,0.069965439,78.18930433,21.81069567,0.335,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,Ag-0.335-Cu-0.308-Pd-0.357,2,HER,50,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.335,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,Ag-0.335-Cu-0.308-Pd-0.357,2,CO2R,50,2.9,87.45820168,4.89194499,0.007705998,0.0,92.35785267,7.642147334,0.335,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,Ag-0.335-Cu-0.308-Pd-0.357,2,CO2R,100,3.3,80.63194459,11.35314342,0.005504284,0.0,91.99059229,8.009407708,0.335,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,Ag-0.335-Cu-0.308-Pd-0.357,2,CO2R,150,3.44,74.61466028,17.94695481,0.008806855,0.006462671,92.57820273,7.421797274,0.335,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,Ag-0.335-Cu-0.308-Pd-0.357,2,CO2R,200,3.6,78.10740965,13.69965619,0.01568721,0.088299756,91.91253568,8.087464318,0.335,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,Ag-0.335-Cu-0.308-Pd-0.357,2,CO2R,300,3.79,76.69317207,9.977897839,0.054859366,0.219168844,86.94724005,13.05275995,0.335,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,Ag-0.335-Cu-0.308-Pd-0.357,3,HER,50,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.335,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,Ag-0.335-Cu-0.308-Pd-0.357,3,CO2R,50,2.93,72.15091339,7.647347741,0.012109425,0.0,79.81037056,20.18962944,0.335,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,Ag-0.335-Cu-0.308-Pd-0.357,3,CO2R,100,3.29,78.17740484,30.40520629,0.017063281,0.006322178,108.6079738,-8.607973752,0.335,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,Ag-0.335-Cu-0.308-Pd-0.357,3,CO2R,150,3.52,57.0809182,56.98428291,0.059079317,0.242771643,114.3700178,-14.37001782,0.335,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,Ag-0.335-Cu-0.308-Pd-0.357,3,CO2R,200,3.73,40.31189186,57.2740668,0.492908647,0.821883166,98.90618767,1.093812331,0.335,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,Ag-0.335-Cu-0.308-Pd-0.357,3,CO2R,300,3.86,84.62637846,17.25933202,1.104159404,0.546517182,103.5433071,-3.543307138,0.335,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,Ag-0.243-Au-0.387-Pd-0.37,1,HER,50,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.243,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,Ag-0.243-Au-0.387-Pd-0.37,1,CO2R,50,2.98,48.2897738,64.21414538,0.005504284,0.0,112.5123892,-12.51238921,0.243,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,Ag-0.243-Au-0.387-Pd-0.37,1,CO2R,100,3.3,46.09889305,64.36149312,0.011558997,0.0,110.4744166,-10.47441663,0.243,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,Ag-0.243-Au-0.387-Pd-0.37,1,CO2R,150,3.54,51.499299,62.7848723,0.02091628,0.0,114.3087124,-14.30871238,0.243,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,Ag-0.243-Au-0.387-Pd-0.37,1,CO2R,200,3.74,73.1945636,36.67116896,0.028622278,0.001896653,109.900453,-9.900452965,0.243,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,Ag-0.243-Au-0.387-Pd-0.37,1,CO2R,300,3.82,96.52974534,3.342337917,0.015962424,0.0,99.89035237,0.109647628,0.243,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep2,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,Ag-0.243-Au-0.387-Pd-0.37,2,HER,50,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.243,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep2,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,Ag-0.243-Au-0.387-Pd-0.37,2,CO2R,50,2.87,48.59863148,37.67681729,0.007705998,0.0,86.28315477,13.71684523,0.243,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep2,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,Ag-0.243-Au-0.387-Pd-0.37,2,CO2R,100,3.16,43.17918349,45.87671906,0.009357283,0.0,89.067237,10.932763,0.243,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep2,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,Ag-0.243-Au-0.387-Pd-0.37,2,CO2R,150,3.35,40.95000942,49.66601179,0.010641616,0.0,90.62863998,9.371360016,0.243,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep2,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,Ag-0.243-Au-0.387-Pd-0.37,2,CO2R,200,3.5,42.36623491,51.74484283,0.016512853,0.001264436,94.13107933,5.868920666,0.243,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
